date,rank,team,score
2016-09-26,30,PENTA,51
2016-09-19,1,SK,839
2016-09-19,2,Virtus.pro,711
2016-09-19,3,G2,578
2016-09-19,4,NiP,524
2016-09-19,5,Cloud9,501
2016-09-19,6,Dignitas,431
2016-09-19,7,Astralis,419
2016-09-19,8,GODSENT,365
2016-09-19,9,Envy,353
2016-09-19,10,Natus Vincere,333
2016-09-19,11,Heroic,298
2016-09-19,12,Immortals,294
2016-09-19,13,Liquid,268
2016-09-19,14,FaZe,228
2016-09-19,15,FlipSid3,212
2016-09-19,16,mousesports,176
2016-09-19,17,Gambit,160
2016-09-19,18,OpTic,138
2016-09-19,19,Echo Fox,118
2016-09-19,20,TYLOO,110
2016-09-19,21,TSM,90
2016-09-19,22,Renegades,90
2016-09-19,23,VG.CyberZen,88
2016-09-19,24,HellRaisers,83
2016-09-19,25,Space Soldiers,76
2016-09-19,26,NRG,73
2016-09-19,27,ALTERNATE aTTaX,68
2016-09-19,28,fnatic,67
2016-09-19,29,Crowns,60
2016-09-19,30,Spirit,58
2016-09-12,1,SK,816
2016-09-12,2,Virtus.pro,587
2016-09-12,3,G2,562
2016-09-12,4,NiP,527
2016-09-12,5,Cloud9,412
2016-09-12,6,Astralis,410
2016-09-12,7,GODSENT,380
2016-09-12,8,Dignitas,352
2016-09-12,9,Natus Vincere,349
2016-09-12,10,Heroic,309
2016-09-12,11,Envy,291
2016-09-12,12,Liquid,264
2016-09-12,13,Immortals,246
2016-09-12,14,FaZe,224
2016-09-12,15,FlipSid3,215
2016-09-12,16,mousesports,179
2016-09-12,17,Gambit,166
2016-09-12,18,Echo Fox,117
2016-09-12,19,TYLOO,114
2016-09-12,20,OpTic,112
2016-09-12,21,HellRaisers,98
2016-09-12,22,VG.CyberZen,98
2016-09-12,23,Space Soldiers,85
2016-09-12,24,Epsilon,81
2016-09-12,25,TSM,79
2016-09-12,26,ALTERNATE aTTaX,68
2016-09-12,27,Renegades,67
2016-09-12,28,Crowns,63
2016-09-12,29,Spirit,62
2016-09-12,30,MK,61
2016-09-05,1,SK,814
2016-09-05,2,Virtus.pro,697
2016-09-05,3,G2,375
2016-09-05,4,GODSENT,368
2016-09-05,5,Natus Vincere,361
2016-09-05,6,Astralis,348
2016-09-05,7,NiP,324
2016-09-05,8,Cloud9,283
2016-09-05,9,Liquid,271
2016-09-05,10,Immortals,257
2016-09-05,11,Heroic,253
2016-09-05,12,Envy,234
2016-09-05,13,mousesports,213
2016-09-05,14,FaZe,188
2016-09-05,15,Gambit,173
2016-09-05,16,Dignitas,159
2016-09-05,17,FlipSid3,153
2016-09-05,18,Echo Fox,138
2016-09-05,19,MK,129
2016-09-05,20,OpTic,113
2016-09-05,21,Renegades,97
2016-09-05,22,TSM,95
2016-09-05,23,HellRaisers,92
2016-09-05,24,Space Soldiers,90
2016-09-05,25,Epsilon,86
2016-09-05,26,TYLOO,83
2016-09-05,27,Crowns,68
2016-09-05,28,Spirit,64
2016-09-05,29,VG.CyberZen,62
2016-09-05,30,ALTERNATE aTTaX,59
2016-08-29,1,SK,933
2016-08-29,2,Virtus.pro,752
2016-08-29,3,GODSENT,423
2016-08-29,4,Natus Vincere,377
2016-08-29,5,G2,373
2016-08-29,6,Liquid,352
2016-08-29,7,NiP,341
2016-08-29,8,Astralis,334
2016-08-29,9,Envy,230
2016-08-29,10,mousesports,221
2016-08-29,11,Gambit,200
2016-08-29,12,Heroic,194
2016-08-29,13,Cloud9,192
2016-08-29,14,FlipSid3,184
2016-08-29,15,Dignitas,171
2016-08-29,16,FaZe,166
2016-08-29,17,Immortals,138
2016-08-29,18,MK,123
2016-08-29,19,Space Soldiers,96
2016-08-29,20,OpTic,96
2016-08-29,21,TSM,86
2016-08-29,22,Renegades,86
2016-08-29,23,Epsilon,85
2016-08-29,24,HellRaisers,85
2016-08-29,25,TYLOO,83
2016-08-29,26,Echo Fox,81
2016-08-29,27,Spirit,75
2016-08-29,28,Crowns,71
2016-08-29,29,ENCE,64
2016-08-29,30,ALTERNATE aTTaX,56
2016-08-22,1,SK,973
2016-08-22,2,Virtus.pro,726
2016-08-22,3,GODSENT,398
2016-08-22,4,Natus Vincere,388
2016-08-22,5,G2,346
2016-08-22,6,NiP,329
2016-08-22,7,Liquid,310
2016-08-22,8,Astralis,292
2016-08-22,9,Envy,270
2016-08-22,10,mousesports,205
2016-08-22,11,Gambit,196
2016-08-22,12,FlipSid3,190
2016-08-22,13,FaZe,171
2016-08-22,14,Cloud9,156
2016-08-22,15,X,146
2016-08-22,16,Dignitas,132
2016-08-22,17,Immortals,119
2016-08-22,18,Epsilon,95
2016-08-22,19,Renegades,91
2016-08-22,20,TSM,87
2016-08-22,21,HellRaisers,83
2016-08-22,22,Space Soldiers,79
2016-08-22,23,OpTic,79
2016-08-22,24,TYLOO,76
2016-08-22,25,MK,70
2016-08-22,26,Echo Fox,63
2016-08-22,27,Spirit,58
2016-08-22,28,ENCE,49
2016-08-22,29,VG.CyberZen,44
2016-08-22,30,Kinguin,39
2016-08-15,1,SK,968
2016-08-15,2,Virtus.pro,687
2016-08-15,3,G2,471
2016-08-15,4,Natus Vincere,381
2016-08-15,5,GODSENT,381
2016-08-15,6,NiP,315
2016-08-15,7,Liquid,312
2016-08-15,8,mousesports,296
2016-08-15,9,Astralis,284
2016-08-15,10,Envy,260
2016-08-15,11,Immortals,203
2016-08-15,12,Cloud9,195
2016-08-15,13,FlipSid3,188
2016-08-15,14,TSM,183
2016-08-15,15,Gambit,165
2016-08-15,16,FaZe,160
2016-08-15,17,Dignitas,113
2016-08-15,18,OpTic,98
2016-08-15,19,X,91
2016-08-15,20,Epsilon,89
2016-08-15,21,Renegades,82
2016-08-15,22,HellRaisers,73
2016-08-15,23,Echo Fox,71
2016-08-15,24,TYLOO,66
2016-08-15,25,Kinguin,63
2016-08-15,26,Space Soldiers,62
2016-08-15,27,ENCE,59
2016-08-15,28,MK,56
2016-08-15,29,Spirit,52
2016-08-15,30,VG.CyberZen,36
2016-08-08,1,SK,968
2016-08-08,2,fnatic,773
2016-08-08,3,Virtus.pro,699
2016-08-08,4,G2,489
2016-08-08,5,Natus Vincere,381
2016-08-08,6,NiP,336
2016-08-08,7,Liquid,311
2016-08-08,8,Astralis,304
2016-08-08,9,mousesports,300
2016-08-08,10,Envy,265
2016-08-08,11,FaZe,228
2016-08-08,12,Immortals,210
2016-08-08,13,Cloud9,196
2016-08-08,14,FlipSid3,189
2016-08-08,15,TSM,169
2016-08-08,16,Gambit,165
2016-08-08,17,GODSENT,146
2016-08-08,18,Dignitas,120
2016-08-08,19,Epsilon,113
2016-08-08,20,OpTic,99
2016-08-08,21,X,98
2016-08-08,22,Renegades,83
2016-08-08,23,HellRaisers,80
2016-08-08,24,TYLOO,70
2016-08-08,25,Kinguin,66
2016-08-08,26,Echo Fox,64
2016-08-08,27,Space Soldiers,61
2016-08-08,28,ENCE,59
2016-08-08,29,MK,53
2016-08-08,30,Spirit,42
2016-08-01,1,SK,968
2016-08-01,2,fnatic,776
2016-08-01,3,Virtus.pro,676
2016-08-01,4,Natus Vincere,538
2016-08-01,5,G2,491
2016-08-01,6,Astralis,356
2016-08-01,7,NiP,336
2016-08-01,8,mousesports,330
2016-08-01,9,Liquid,310
2016-08-01,10,Envy,285
2016-08-01,11,FaZe,255
2016-08-01,12,FlipSid3,211
2016-08-01,13,Cloud9,207
2016-08-01,14,Gambit,196
2016-08-01,15,Immortals,193
2016-08-01,16,TSM,168
2016-08-01,17,OpTic,148
2016-08-01,18,GODSENT,146
2016-08-01,19,Dignitas,136
2016-08-01,20,Epsilon,100
2016-08-01,21,X,92
2016-08-01,22,TYLOO,87
2016-08-01,23,HellRaisers,78
2016-08-01,24,Renegades,72
2016-08-01,25,Kinguin,63
2016-08-01,26,Echo Fox,58
2016-08-01,27,MK,54
2016-08-01,28,ENCE,50
2016-08-01,29,ALTERNATE aTTaX,39
2016-08-01,30,NRG,39
2016-07-26,1,SK,967
2016-07-26,2,fnatic,641
2016-07-26,3,G2,547
2016-07-26,4,Natus Vincere,458
2016-07-26,5,Virtus.pro,428
2016-07-26,6,NiP,338
2016-07-26,7,Liquid,315
2016-07-26,8,Astralis,301
2016-07-26,9,mousesports,249
2016-07-26,10,Envy,227
2016-07-26,11,FaZe,225
2016-07-26,12,FlipSid3,201
2016-07-26,13,Immortals,195
2016-07-26,14,Gambit,194
2016-07-26,15,Cloud9,159
2016-07-26,16,TSM,159
2016-07-26,17,GODSENT,157
2016-07-26,18,OpTic,134
2016-07-26,19,Dignitas,127
2016-07-26,20,Epsilon,92
2016-07-26,21,TYLOO,83
2016-07-26,22,HellRaisers,79
2016-07-26,23,X,78
2016-07-26,24,ENCE,58
2016-07-26,25,Renegades,58
2016-07-26,26,Kinguin,53
2016-07-26,27,MK,52
2016-07-26,28,Echo Fox,45
2016-07-26,29,PENTA,34
2016-07-26,30,ALTERNATE aTTaX,31
2016-07-19,1,SK,1000
2016-07-19,2,fnatic,610
2016-07-19,3,G2,506
2016-07-19,4,Natus Vincere,428
2016-07-19,5,Virtus.pro,376
2016-07-19,6,NiP,328
2016-07-19,7,Astralis,288
2016-07-19,8,Liquid,272
2016-07-19,9,Immortals,237
2016-07-19,10,Envy,213
2016-07-19,11,mousesports,198
2016-07-19,12,FaZe,184
2016-07-19,13,FlipSid3,182
2016-07-19,14,Gambit,182
2016-07-19,15,Cloud9,171
2016-07-19,16,TSM,166
2016-07-19,17,GODSENT,142
2016-07-19,18,OpTic,128
2016-07-19,19,Dignitas,115
2016-07-19,20,HellRaisers,72
2016-07-19,21,TYLOO,68
2016-07-19,22,Epsilon,63
2016-07-19,23,CLG,63
2016-07-19,24,MK,60
2016-07-19,25,Renegades,58
2016-07-19,26,ENCE,50
2016-07-19,27,Kinguin,48
2016-07-19,28,X,38
2016-07-19,29,Echo Fox,36
2016-07-19,30,PENTA,33
2016-07-11,1,SK,1000
2016-07-11,2,fnatic,615
2016-07-11,3,G2,530
2016-07-11,4,Natus Vincere,509
2016-07-11,5,Liquid,467
2016-07-11,6,NiP,422
2016-07-11,7,Virtus.pro,403
2016-07-11,8,Astralis,310
2016-07-11,9,Envy,256
2016-07-11,10,Immortals,247
2016-07-11,11,Gambit,188
2016-07-11,12,FlipSid3,184
2016-07-11,13,GODSENT,182
2016-07-11,14,TSM,180
2016-07-11,15,mousesports,179
2016-07-11,16,FaZe,175
2016-07-11,17,Cloud9,170
2016-07-11,18,Dignitas,168
2016-07-11,19,OpTic,149
2016-07-11,20,TYLOO,93
2016-07-11,21,HellRaisers,80
2016-07-11,22,Kinguin,79
2016-07-11,23,X,76
2016-07-11,24,CLG,64
2016-07-11,25,Epsilon,59
2016-07-11,26,Orbit,58
2016-07-11,27,Renegades,46
2016-07-11,28,ENCE,45
2016-07-11,29,Spirit,30
2016-07-11,30,Splyce,29
2016-07-04,1,SK,964
2016-07-04,2,G2,734
2016-07-04,3,fnatic,627
2016-07-04,4,NiP,596
2016-07-04,5,Natus Vincere,596
2016-07-04,6,Envy,340
2016-07-04,7,Virtus.pro,320
2016-07-04,8,Astralis,320
2016-07-04,9,Immortals,312
2016-07-04,10,GODSENT,231
2016-07-04,11,Liquid,230
2016-07-04,12,TSM,227
2016-07-04,13,mousesports,209
2016-07-04,14,Dignitas,190
2016-07-04,15,Cloud9,189
2016-07-04,16,OpTic,188
2016-07-04,17,FaZe,161
2016-07-04,18,TYLOO,115
2016-07-04,19,HellRaisers,108
2016-07-04,20,Gambit,101
2016-07-04,21,X,87
2016-07-04,22,Kinguin,86
2016-07-04,23,FlipSid3,84
2016-07-04,24,Orbit,74
2016-07-04,25,Epsilon,70
2016-07-04,26,CLG,65
2016-07-04,27,ENCE,60
2016-07-04,28,Renegades,43
2016-07-04,29,Splyce,28
2016-07-04,30,Selfless,28
2016-06-27,1,Luminosity,1000
2016-06-27,2,G2,613
2016-06-27,3,Natus Vincere,609
2016-06-27,4,fnatic,566
2016-06-27,5,NiP,497
2016-06-27,6,Astralis,333
2016-06-27,7,Virtus.pro,285
2016-06-27,8,Immortals,276
2016-06-27,9,Envy,235
2016-06-27,10,Liquid,222
2016-06-27,11,TSM,187
2016-06-27,12,GODSENT,182
2016-06-27,13,mousesports,177
2016-06-27,14,Cloud9,177
2016-06-27,15,Dignitas,160
2016-06-27,16,FaZe,160
2016-06-27,17,OpTic,148
2016-06-27,18,HellRaisers,135
2016-06-27,19,TYLOO,106
2016-06-27,20,Gambit,82
2016-06-27,21,FlipSid3,76
2016-06-27,22,CLG,72
2016-06-27,23,Kinguin,71
2016-06-27,24,Orbit,67
2016-06-27,25,Epsilon,60
2016-06-27,26,SK,58
2016-06-27,27,ENCE,55
2016-06-27,28,Renegades,51
2016-06-27,29,Selfless,29
2016-06-27,30,Immunity,26
2016-06-21,1,Luminosity,1000
2016-06-21,2,Natus Vincere,678
2016-06-21,3,NiP,597
2016-06-21,4,fnatic,566
2016-06-21,5,Astralis,416
2016-06-21,6,G2,391
2016-06-21,7,Immortals,355
2016-06-21,8,Virtus.pro,335
2016-06-21,9,Envy,275
2016-06-21,10,GODSENT,200
2016-06-21,11,Dignitas,192
2016-06-21,12,mousesports,189
2016-06-21,13,FaZe,179
2016-06-21,14,Liquid,177
2016-06-21,15,OpTic,171
2016-06-21,16,HellRaisers,169
2016-06-21,17,Cloud9,135
2016-06-21,18,TYLOO,117
2016-06-21,19,SK,112
2016-06-21,20,Gambit,90
2016-06-21,21,Orbit,88
2016-06-21,22,CLG,86
2016-06-21,23,Kinguin,84
2016-06-21,24,FlipSid3,76
2016-06-21,25,Renegades,73
2016-06-21,26,TSM,72
2016-06-21,27,Epsilon,68
2016-06-21,28,ENCE,66
2016-06-21,29,FLuffy Gangsters,37
2016-06-21,30,Space Soldiers,36
2016-06-13,1,Luminosity,1000
2016-06-13,2,Natus Vincere,691
2016-06-13,3,NiP,581
2016-06-13,4,fnatic,523
2016-06-13,5,G2,386
2016-06-13,6,Astralis,373
2016-06-13,7,Virtus.pro,346
2016-06-13,8,Envy,272
2016-06-13,9,Immortals,247
2016-06-13,10,Liquid,201
2016-06-13,11,mousesports,199
2016-06-13,12,HellRaisers,190
2016-06-13,13,Dignitas,187
2016-06-13,14,OpTic,180
2016-06-13,15,FaZe,164
2016-06-13,16,GODSENT,160
2016-06-13,17,Cloud9,143
2016-06-13,18,TYLOO,117
2016-06-13,19,CLG,109
2016-06-13,20,SK,107
2016-06-13,21,Gambit,91
2016-06-13,22,Kinguin,86
2016-06-13,23,ENCE,76
2016-06-13,24,Orbit,76
2016-06-13,25,FlipSid3,74
2016-06-13,26,TSM,74
2016-06-13,27,Renegades,68
2016-06-13,28,Splyce,45
2016-06-13,29,Epsilon,41
2016-06-13,30,FLuffy Gangsters,37
2016-06-06,1,Luminosity,1000
2016-06-06,2,Natus Vincere,715
2016-06-06,3,NiP,643
2016-06-06,4,fnatic,531
2016-06-06,5,G2,383
2016-06-06,6,Virtus.pro,363
2016-06-06,7,Astralis,346
2016-06-06,8,Envy,265
2016-06-06,9,Immortals,260
2016-06-06,10,Liquid,250
2016-06-06,11,HellRaisers,192
2016-06-06,12,GODSENT,184
2016-06-06,13,mousesports,177
2016-06-06,14,Dignitas,157
2016-06-06,15,OpTic,155
2016-06-06,16,Cloud9,146
2016-06-06,17,TYLOO,138
2016-06-06,18,FaZe,118
2016-06-06,19,SK,103
2016-06-06,20,CLG,102
2016-06-06,21,Dobry&Gaming,93
2016-06-06,22,ENCE,82
2016-06-06,23,TSM,80
2016-06-06,24,Orbit,80
2016-06-06,25,Renegades,69
2016-06-06,26,Epsilon,44
2016-06-06,27,FlipSid3,44
2016-06-06,28,Splyce,43
2016-06-06,29,FLuffy Gangsters,40
2016-06-06,30,Space Soldiers,39
2016-05-23,1,Luminosity,1000
2016-05-23,2,Natus Vincere,750
2016-05-23,3,fnatic,678
2016-05-23,4,NiP,560
2016-05-23,5,Astralis,388
2016-05-23,6,Virtus.pro,375
2016-05-23,7,G2,317
2016-05-23,8,Liquid,269
2016-05-23,9,Envy,268
2016-05-23,10,Tempo Storm,260
2016-05-23,11,mousesports,187
2016-05-23,12,HellRaisers,186
2016-05-23,13,Dignitas,171
2016-05-23,14,GODSENT,164
2016-05-23,15,OpTic,141
2016-05-23,16,TYLOO,131
2016-05-23,17,FaZe,129
2016-05-23,18,Cloud9,122
2016-05-23,19,CLG,110
2016-05-23,20,SK,102
2016-05-23,21,Dobry&Gaming,96
2016-05-23,22,Orbit,85
2016-05-23,23,ENCE,72
2016-05-23,24,TSM,67
2016-05-23,25,Renegades,51
2016-05-23,26,FLuffy Gangsters,48
2016-05-23,27,Splyce,47
2016-05-23,28,NRG,47
2016-05-23,29,Gambit,46
2016-05-23,30,Epsilon,45
2016-05-17,1,Luminosity,1000
2016-05-17,2,Natus Vincere,706
2016-05-17,3,fnatic,685
2016-05-17,4,NiP,570
2016-05-17,5,Astralis,529
2016-05-17,6,Virtus.pro,312
2016-05-17,7,G2,310
2016-05-17,8,Envy,274
2016-05-17,9,Liquid,262
2016-05-17,10,Dignitas,248
2016-05-17,11,Tempo Storm,237
2016-05-17,12,HellRaisers,191
2016-05-17,13,mousesports,180
2016-05-17,14,GODSENT,144
2016-05-17,15,TYLOO,128
2016-05-17,16,Cloud9,123
2016-05-17,17,FaZe,121
2016-05-17,18,CLG,116
2016-05-17,19,SK,109
2016-05-17,20,OpTic,101
2016-05-17,21,Orbit,88
2016-05-17,22,Renegades,56
2016-05-17,23,Selfless,56
2016-05-17,24,ENCE,53
2016-05-17,25,AGG,53
2016-05-17,26,Space Soldiers,51
2016-05-17,27,Epsilon,47
2016-05-17,28,Gambit,46
2016-05-17,29,NRG,46
2016-05-17,30,Splyce,45
2016-05-09,1,Luminosity,968
2016-05-09,2,Natus Vincere,921
2016-05-09,3,fnatic,753
2016-05-09,4,Astralis,683
2016-05-09,5,NiP,605
2016-05-09,6,Virtus.pro,387
2016-05-09,7,Envy,333
2016-05-09,8,Tempo Storm,299
2016-05-09,9,Liquid,286
2016-05-09,10,Dignitas,243
2016-05-09,11,mousesports,239
2016-05-09,12,CLG,207
2016-05-09,13,HellRaisers,194
2016-05-09,14,GODSENT,194
2016-05-09,15,Cloud9,186
2016-05-09,16,TYLOO,165
2016-05-09,17,FaZe,149
2016-05-09,18,SK,142
2016-05-09,19,G2,134
2016-05-09,20,Selfless,101
2016-05-09,21,MK,98
2016-05-09,22,NRG,72
2016-05-09,23,Renegades,71
2016-05-09,24,OpTic,71
2016-05-09,25,Space Soldiers,69
2016-05-09,26,FlipSid3,69
2016-05-09,27,AGG,64
2016-05-09,28,Gambit,63
2016-05-09,29,CSGL,57
2016-05-09,30,Splyce,55
2016-05-02,1,Natus Vincere,938
2016-05-02,2,Luminosity,891
2016-05-02,3,fnatic,742
2016-05-02,4,Astralis,717
2016-05-02,5,NiP,615
2016-05-02,6,Virtus.pro,394
2016-05-02,7,Envy,366
2016-05-02,8,Dignitas,285
2016-05-02,9,mousesports,251
2016-05-02,10,Tempo Storm,240
2016-05-02,11,Liquid,235
2016-05-02,12,GODSENT,204
2016-05-02,13,CLG,203
2016-05-02,14,HellRaisers,181
2016-05-02,15,G2,167
2016-05-02,16,TYLOO,154
2016-05-02,17,SK,151
2016-05-02,18,FaZe,139
2016-05-02,19,Cloud9,128
2016-05-02,20,OpTic,104
2016-05-02,21,MK,99
2016-05-02,22,Selfless,82
2016-05-02,23,FlipSid3,78
2016-05-02,24,NRG,78
2016-05-02,25,Space Soldiers,71
2016-05-02,26,Gambit,70
2016-05-02,27,AGG,67
2016-05-02,28,CSGL,64
2016-05-02,29,Renegades,57
2016-05-02,30,Splyce,57
2016-04-25,1,Natus Vincere,940
2016-04-25,2,Luminosity,906
2016-04-25,3,fnatic,825
2016-04-25,4,Astralis,726
2016-04-25,5,NiP,604
2016-04-25,6,Virtus.pro,370
2016-04-25,7,Envy,367
2016-04-25,8,Dignitas,252
2016-04-25,9,mousesports,242
2016-04-25,10,Liquid,236
2016-04-25,11,CLG,186
2016-04-25,12,GODSENT,186
2016-04-25,13,G2,155
2016-04-25,14,TYLOO,143
2016-04-25,15,Tempo Storm,142
2016-04-25,16,FaZe,133
2016-04-25,17,Cloud9,117
2016-04-25,18,E-frag.net,100
2016-04-25,19,HellRaisers,90
2016-04-25,20,Selfless,80
2016-04-25,21,FlipSid3,72
2016-04-25,22,NRG,72
2016-04-25,23,SK,71
2016-04-25,24,Gambit,63
2016-04-25,25,Space Soldiers,62
2016-04-25,26,AGG,62
2016-04-25,27,OpTic,59
2016-04-25,28,Splyce,50
2016-04-25,29,Renegades,49
2016-04-25,30,CSGL,45
2016-04-18,1,Natus Vincere,966
2016-04-18,2,Luminosity,886
2016-04-18,3,fnatic,872
2016-04-18,4,Astralis,725
2016-04-18,5,NiP,614
2016-04-18,6,Envy,366
2016-04-18,7,Virtus.pro,360
2016-04-18,8,Dignitas,258
2016-04-18,9,mousesports,239
2016-04-18,10,Liquid,235
2016-04-18,11,CLG,211
2016-04-18,12,GODSENT,202
2016-04-18,13,G2,156
2016-04-18,14,Tempo Storm,153
2016-04-18,15,TYLOO,139
2016-04-18,16,Cloud9,109
2016-04-18,17,HellRaisers,107
2016-04-18,18,FaZe,105
2016-04-18,19,Gambit,103
2016-04-18,20,E-frag.net,101
2016-04-18,21,FlipSid3,98
2016-04-18,22,Selfless,76
2016-04-18,23,NRG,75
2016-04-18,24,SK,66
2016-04-18,25,AGG,64
2016-04-18,26,Space Soldiers,57
2016-04-18,27,Renegades,56
2016-04-18,28,Splyce,51
2016-04-18,29,OpTic,51
2016-04-18,30,CSGL,47
2016-04-11,1,fnatic,958
2016-04-11,2,Luminosity,876
2016-04-11,3,Natus Vincere,849
2016-04-11,4,Astralis,732
2016-04-11,5,Virtus.pro,307
2016-04-11,6,Envy,278
2016-04-11,7,NiP,245
2016-04-11,8,Liquid,215
2016-04-11,9,Dignitas,201
2016-04-11,10,CLG,180
2016-04-11,11,mousesports,175
2016-04-11,12,G2,153
2016-04-11,13,Tempo Storm,131
2016-04-11,14,Cloud9,125
2016-04-11,15,FaZe,102
2016-04-11,16,HellRaisers,89
2016-04-11,17,Gambit,88
2016-04-11,18,E-frag.net,85
2016-04-11,19,FlipSid3,81
2016-04-11,20,NRG,62
2016-04-11,21,AGG,60
2016-04-11,22,Renegades,57
2016-04-11,23,OpTic,57
2016-04-11,24,Selfless,56
2016-04-11,25,SK,51
2016-04-11,26,Space Soldiers,46
2016-04-11,27,Splyce,40
2016-04-11,28,Preparation,40
2016-04-11,29,Publiclir.se,39
2016-04-11,30,Escape,38
2016-04-05,1,fnatic,958
2016-04-05,2,Luminosity,869
2016-04-05,3,Natus Vincere,827
2016-04-05,4,Astralis,719
2016-04-05,5,Virtus.pro,307
2016-04-05,6,Envy,280
2016-04-05,7,NiP,235
2016-04-05,8,G2,200
2016-04-05,9,Liquid,194
2016-04-05,10,mousesports,192
2016-04-05,11,Dignitas,179
2016-04-05,12,CLG,179
2016-04-05,13,Cloud9,130
2016-04-05,14,Tempo Storm,130
2016-04-05,15,FaZe,107
2016-04-05,16,FlipSid3,94
2016-04-05,17,E-frag.net,91
2016-04-05,18,Gambit,85
2016-04-05,19,HellRaisers,80
2016-04-05,20,AGG,58
2016-04-05,21,SK,57
2016-04-05,22,Renegades,57
2016-04-05,23,OpTic,57
2016-04-05,24,NRG,54
2016-04-05,25,Selfless,52
2016-04-05,26,Space Soldiers,43
2016-04-05,27,CSGL,42
2016-04-05,28,Splyce,41
2016-04-05,29,Ancient,41
2016-04-05,30,Publiclir.se,38
2016-03-28,1,fnatic,1000
2016-03-28,2,Natus Vincere,667
2016-03-28,3,Astralis,640
2016-03-28,4,Luminosity,517
2016-03-28,5,Envy,339
2016-03-28,6,Virtus.pro,259
2016-03-28,7,Dignitas,223
2016-03-28,8,G2,207
2016-03-28,9,NiP,196
2016-03-28,10,mousesports,183
2016-03-28,11,FaZe,154
2016-03-28,12,Cloud9,139
2016-03-28,13,Tempo Storm,134
2016-03-28,14,CLG,124
2016-03-28,15,E-frag.net,94
2016-03-28,16,FlipSid3,93
2016-03-28,17,HellRaisers,92
2016-03-28,18,Liquid,86
2016-03-28,19,SK,65
2016-03-28,20,NRG,61
2016-03-28,21,OpTic,59
2016-03-28,22,Gambit,59
2016-03-28,23,AGG,58
2016-03-28,24,Renegades,57
2016-03-28,25,Ancient,47
2016-03-28,26,Selfless,47
2016-03-28,27,Splyce,45
2016-03-28,28,Space Soldiers,43
2016-03-28,29,CSGL,42
2016-03-28,30,Preparation,39
2016-03-21,1,fnatic,1000
2016-03-21,2,Natus Vincere,670
2016-03-21,3,Astralis,653
2016-03-21,4,Luminosity,507
2016-03-21,5,Envy,346
2016-03-21,6,Virtus.pro,263
2016-03-21,7,Dignitas,223
2016-03-21,8,G2,214
2016-03-21,9,mousesports,199
2016-03-21,10,NiP,185
2016-03-21,11,FaZe,155
2016-03-21,12,Tempo Storm,138
2016-03-21,13,Cloud9,129
2016-03-21,14,CLG,124
2016-03-21,15,FlipSid3,90
2016-03-21,16,Liquid,84
2016-03-21,17,E-frag.net,83
2016-03-21,18,SK,60
2016-03-21,19,Renegades,59
2016-03-21,20,OpTic,59
2016-03-21,21,Gambit,58
2016-03-21,22,AGG,58
2016-03-21,23,NRG,56
2016-03-21,24,Ancient,50
2016-03-21,25,HellRaisers,49
2016-03-21,26,Splyce,44
2016-03-21,27,CSGL,44
2016-03-21,28,ALTERNATE aTTaX,39
2016-03-21,29,Selfless,38
2016-03-21,30,ENCE,36
